,TEAM_ID,TEAM_NAME_x,GP_x,W_x,L_x,W_PCT_x,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS_x,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS
0,1610612737,Atlanta Hawks,82,53,29,0.646,48.4,38.8,82.9,0.468,6.4,17.7,0.36,17.7,23.3,0.759,11.8,29.9,41.7,21.8,12.0,7.2,5.0,4.4,19.9,19.3,101.7,4.7,37.2,80.8,0.46,5.9,17.0,0.345,16.8,22.6,0.745,11.2,30.1,41.4,21.0,13.8,6.2,4.4,5.0,19.3,19.9,97.0
1,1610612738,Boston Celtics,82,50,32,0.61,48.2,37.1,76.8,0.483,6.1,17.5,0.348,19.0,25.5,0.746,8.7,29.9,38.6,23.5,14.9,8.5,4.9,4.7,22.1,21.7,99.2,3.7,35.1,77.9,0.451,5.7,16.8,0.342,19.6,26.2,0.746,10.6,29.5,40.1,19.3,15.6,7.0,4.7,4.9,21.7,22.1,95.6
2,1610612766,Charlotte Bobcats,82,44,38,0.537,48.5,34.9,76.9,0.453,5.6,16.2,0.346,20.0,26.6,0.751,10.5,30.4,40.8,20.2,15.7,7.7,5.4,6.1,19.5,22.0,95.3,1.5,35.7,79.7,0.448,7.0,20.7,0.338,15.5,20.9,0.743,10.6,29.0,39.6,20.3,15.3,7.5,6.1,5.4,22.0,19.5,93.8
3,1610612741,Chicago Bulls,82,41,41,0.5,48.5,37.6,83.2,0.451,4.3,13.0,0.33,18.0,23.9,0.754,11.4,33.1,44.5,20.8,14.3,6.5,5.8,5.3,20.1,20.0,97.5,-1.6,37.1,84.0,0.442,7.1,20.5,0.348,17.8,23.9,0.744,11.2,31.6,42.7,20.9,13.3,7.0,5.3,5.8,20.0,20.1,99.1
4,1610612739,Cleveland Cavaliers,82,61,21,0.744,48.2,37.8,77.9,0.485,7.3,19.3,0.381,19.1,26.6,0.72,9.6,32.8,42.5,22.4,13.9,6.9,5.2,4.0,19.4,20.8,102.1,6.5,35.8,80.9,0.442,6.4,18.4,0.347,17.6,23.3,0.757,9.7,28.9,38.5,20.3,12.7,6.6,4.0,5.2,20.8,19.4,95.6
5,1610612742,Dallas Mavericks,82,55,27,0.671,48.5,38.3,82.4,0.464,6.8,18.3,0.372,18.6,22.8,0.816,10.2,31.5,41.7,23.4,12.9,7.6,5.5,4.1,19.1,20.1,102.0,2.7,37.9,83.0,0.457,6.4,18.5,0.347,17.1,22.5,0.758,11.2,31.6,42.9,20.2,14.6,6.9,4.1,5.5,20.1,19.1,99.3
6,1610612743,Denver Nuggets,82,53,29,0.646,48.2,38.1,81.4,0.468,6.6,18.5,0.359,23.6,30.6,0.772,10.8,30.5,41.4,21.0,13.9,8.3,5.1,5.3,22.5,23.7,106.5,4.1,37.7,82.5,0.456,6.4,18.3,0.349,20.7,26.9,0.768,11.6,30.6,42.3,21.0,15.1,7.0,5.3,5.1,23.7,22.5,102.4
7,1610612765,Detroit Pistons,82,27,55,0.329,48.2,35.9,80.5,0.445,4.6,14.5,0.314,17.7,24.4,0.728,12.8,27.3,40.2,19.4,13.4,7.3,3.8,4.9,22.2,20.8,94.0,-5.1,36.2,75.3,0.48,6.9,18.5,0.375,19.9,25.9,0.767,9.9,29.5,39.4,23.1,14.3,6.7,4.9,3.8,20.8,22.2,99.1
8,1610612744,Golden State Warriors,82,26,56,0.317,48.1,40.6,86.5,0.469,7.7,20.6,0.375,19.9,25.4,0.782,9.2,29.2,38.4,22.4,14.7,9.3,4.1,5.0,23.0,21.4,108.8,-3.6,41.6,85.8,0.485,6.9,18.5,0.375,22.3,29.1,0.767,13.4,34.7,48.1,24.1,17.6,7.9,5.0,4.1,21.4,23.0,112.4
9,1610612745,Houston Rockets,82,42,40,0.512,48.5,37.7,84.4,0.447,7.9,22.4,0.351,19.0,24.7,0.772,11.8,30.1,42.0,21.8,14.5,7.1,3.9,6.5,20.9,22.4,102.4,-0.4,39.5,83.0,0.475,6.0,16.4,0.364,17.9,23.4,0.764,10.7,32.1,42.8,20.9,14.7,7.3,6.5,3.9,22.4,20.9,102.7
10,1610612754,Indiana Pacers,82,32,50,0.39,48.1,36.8,83.2,0.443,8.0,23.1,0.348,19.1,24.6,0.775,9.6,31.9,41.5,21.1,15.0,7.1,5.4,5.0,22.5,20.8,100.8,-3.0,38.0,83.8,0.453,6.2,17.1,0.363,21.6,28.6,0.756,11.8,34.8,46.6,20.7,15.0,8.0,5.0,5.4,20.8,22.5,103.8
11,1610612746,Los Angeles Clippers,82,29,53,0.354,48.1,36.6,80.5,0.455,5.9,17.8,0.332,16.6,22.8,0.73,11.3,30.5,41.8,22.1,15.7,6.5,5.7,4.4,19.3,19.4,95.7,-6.4,38.9,82.8,0.47,6.5,17.8,0.363,17.7,23.3,0.762,10.7,30.4,41.1,23.5,12.9,8.4,4.4,5.7,19.4,19.3,102.1
12,1610612747,Los Angeles Lakers,82,57,25,0.695,48.4,38.3,83.8,0.457,6.5,19.0,0.341,18.5,24.2,0.765,11.9,32.5,44.3,21.1,13.4,7.5,4.9,4.4,19.4,21.2,101.7,4.7,37.2,83.4,0.446,6.3,19.3,0.328,16.2,21.7,0.75,11.1,31.0,42.2,21.9,14.1,7.0,4.4,4.9,21.2,19.4,97.0
13,1610612763,Memphis Grizzlies,82,40,42,0.488,48.5,39.3,83.8,0.469,4.2,12.4,0.337,19.7,26.9,0.733,13.0,30.4,43.5,18.8,15.2,7.9,4.9,6.1,20.2,22.4,102.5,-1.5,40.0,83.5,0.478,7.0,19.7,0.354,17.1,22.7,0.755,11.1,28.6,39.7,22.9,14.2,7.7,6.1,4.9,22.4,20.2,104.0
14,1610612748,Miami Heat,82,47,35,0.573,48.5,36.4,79.5,0.458,6.0,17.4,0.346,17.7,23.5,0.752,10.7,31.1,41.8,18.9,13.2,7.4,5.6,4.3,20.9,20.0,96.5,2.3,34.3,78.1,0.439,6.4,18.7,0.342,19.2,25.5,0.754,10.4,30.3,40.7,18.8,14.4,6.3,4.3,5.6,20.0,20.9,94.2
15,1610612749,Milwaukee Bucks,82,46,36,0.561,48.7,37.2,85.3,0.436,7.9,22.1,0.356,15.4,20.4,0.755,11.8,31.2,43.0,21.2,13.2,7.1,4.7,5.1,22.2,20.3,97.7,1.7,35.0,77.6,0.451,5.3,15.6,0.343,20.6,27.0,0.765,9.6,33.2,42.8,19.3,15.3,7.0,5.1,4.7,20.3,22.2,96.0
16,1610612750,Minnesota Timberwolves,82,15,67,0.183,48.2,37.9,84.4,0.449,4.9,14.4,0.341,17.5,23.5,0.746,11.7,31.2,42.9,19.8,16.3,7.3,3.7,5.4,20.7,20.6,98.2,-9.6,40.8,84.9,0.48,7.5,20.6,0.366,18.7,24.2,0.774,11.2,32.2,43.4,25.6,14.3,8.8,5.4,3.7,20.6,20.7,107.8
17,1610612751,New Jersey Nets,82,12,70,0.146,48.2,34.3,79.9,0.429,4.6,14.5,0.318,19.2,24.6,0.78,10.9,28.8,39.7,18.8,14.4,7.0,4.8,5.1,20.0,20.1,92.4,-9.1,38.7,80.4,0.481,5.7,15.6,0.366,18.4,24.6,0.748,11.3,32.7,44.0,23.9,14.0,7.8,5.1,4.8,20.1,20.0,101.5
18,1610612740,New Orleans Hornets,82,37,45,0.451,48.4,38.8,83.4,0.464,7.0,19.2,0.363,15.8,20.3,0.778,10.4,29.9,40.3,22.3,13.5,7.6,3.7,4.5,19.6,19.5,100.2,-2.5,39.6,82.1,0.483,6.6,18.5,0.355,16.9,22.5,0.751,10.6,31.5,42.1,23.5,14.4,7.0,4.5,3.7,19.5,19.6,102.7
19,1610612752,New York Knicks,82,29,53,0.354,48.5,38.1,83.9,0.455,9.1,26.2,0.346,16.8,21.5,0.782,10.2,30.2,40.4,21.6,14.0,7.1,3.7,4.5,20.0,19.2,102.1,-3.8,40.9,84.2,0.486,6.7,19.2,0.352,17.4,23.1,0.754,11.7,33.2,44.9,21.0,14.4,7.1,4.5,3.7,19.2,20.0,105.9
20,1610612760,Oklahoma City Thunder,82,50,32,0.61,48.3,37.4,80.8,0.462,5.1,15.0,0.34,21.7,27.0,0.805,11.7,31.8,43.5,20.0,15.0,8.0,5.9,4.7,21.3,21.4,101.5,3.5,36.7,81.9,0.448,5.9,17.2,0.34,18.8,24.6,0.764,11.4,29.2,40.7,19.7,15.1,7.5,4.7,5.9,21.4,21.3,98.0
21,1610612753,Orlando Magic,82,59,23,0.72,48.1,36.6,78.0,0.47,10.3,27.3,0.375,19.2,26.5,0.724,9.9,33.4,43.2,19.7,14.1,6.2,5.6,3.5,19.9,22.2,102.8,7.5,36.0,82.2,0.438,6.4,17.5,0.363,16.8,22.3,0.754,9.8,30.3,40.0,18.9,12.8,6.7,3.5,5.6,22.2,19.9,95.3
22,1610612755,Philadelphia 76ers,82,27,55,0.329,48.3,37.6,81.8,0.46,5.8,16.8,0.343,16.7,22.0,0.756,11.5,29.5,41.0,21.0,14.5,8.1,5.4,4.0,20.5,18.7,97.7,-3.9,37.9,80.2,0.472,7.4,18.8,0.393,18.5,24.2,0.766,10.8,30.1,41.0,22.1,14.5,7.6,4.0,5.4,18.7,20.5,101.6
