,TEAM_ID,TEAM_NAME_x,GP_x,W_x,L_x,W_PCT_x,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS_x,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS
0,1610612737,Atlanta Hawks,82,13,69,0.159,48.4,35.9,81.4,0.441,3.7,11.9,0.312,17.3,24.3,0.711,13.4,28.5,41.9,19.7,16.1,7.7,4.2,5.9,24.5,0.0,92.7,-9.7,37.1,77.9,0.476,5.7,15.0,0.379,22.5,29.2,0.77,11.0,30.3,41.3,22.0,14.8,8.7,5.9,4.2,21.7,24.5,102.5
1,1610612738,Boston Celtics,82,45,37,0.549,48.5,37.1,79.4,0.468,5.3,15.3,0.349,21.6,28.3,0.764,11.1,29.7,40.8,22.1,15.8,8.1,5.2,4.9,24.4,0.0,101.3,0.9,36.1,81.3,0.444,6.0,16.7,0.356,22.3,29.5,0.753,12.7,29.6,42.3,22.7,15.6,8.7,4.9,5.2,23.6,24.4,100.4
2,1610612766,Charlotte Bobcats,82,18,64,0.22,48.5,36.1,83.6,0.432,3.9,10.7,0.363,18.1,25.6,0.709,13.2,28.5,41.7,21.9,14.5,8.5,5.4,5.4,23.1,0.0,94.3,-6.0,36.8,79.4,0.463,5.4,14.9,0.361,21.3,27.8,0.767,11.7,31.5,43.2,21.6,15.8,7.6,5.4,5.4,22.7,23.1,100.2
3,1610612741,Chicago Bulls,82,47,35,0.573,48.4,34.7,80.4,0.432,6.2,17.5,0.357,18.7,25.0,0.75,12.2,31.6,43.8,21.3,16.7,7.0,4.5,5.3,24.7,0.1,94.5,1.1,33.7,79.9,0.422,5.1,15.2,0.334,20.9,28.1,0.744,11.9,30.8,42.7,20.9,15.5,8.4,5.3,4.5,23.3,24.7,93.4
4,1610612739,Cleveland Cavaliers,82,42,40,0.512,48.4,36.5,81.5,0.447,3.7,11.0,0.332,19.9,26.5,0.752,13.6,28.7,42.3,22.6,13.9,8.0,5.6,5.1,22.6,0.0,96.5,0.8,35.5,78.6,0.452,5.1,13.7,0.376,19.5,26.0,0.75,11.4,28.3,39.8,21.2,14.8,6.7,5.1,5.6,21.6,22.6,95.7
5,1610612742,Dallas Mavericks,82,58,24,0.707,48.1,37.3,81.6,0.457,5.6,15.5,0.364,22.3,28.2,0.789,12.1,30.9,42.9,19.6,13.4,8.6,5.6,4.9,22.3,0.0,102.5,5.7,35.9,81.9,0.438,5.5,16.7,0.33,19.5,25.9,0.754,13.1,30.1,43.2,20.9,15.6,7.1,4.9,5.6,23.2,22.3,96.8
6,1610612743,Denver Nuggets,82,49,33,0.598,48.2,37.0,80.7,0.459,3.9,11.5,0.34,21.5,28.2,0.763,11.8,30.2,42.0,23.9,14.9,9.1,6.0,5.6,22.9,0.1,99.5,2.0,36.0,80.6,0.447,5.6,16.4,0.345,19.9,26.7,0.746,11.9,29.8,41.7,21.7,16.4,7.8,5.6,6.0,23.9,22.9,97.5
7,1610612765,Detroit Pistons,82,54,28,0.659,48.7,34.8,78.3,0.444,4.4,12.8,0.345,19.4,26.2,0.739,12.9,30.6,43.4,21.8,13.8,7.0,6.1,4.5,20.0,0.0,93.3,3.9,34.0,79.2,0.43,5.0,14.8,0.338,16.4,21.8,0.751,11.3,28.3,39.6,19.7,13.8,7.4,4.5,6.1,22.6,20.0,89.5
8,1610612744,Golden State Warriors,82,34,48,0.415,48.5,36.9,85.8,0.43,7.6,21.6,0.352,17.2,23.8,0.722,13.0,29.7,42.7,22.1,13.6,7.8,5.1,5.1,22.4,0.0,98.7,-2.2,38.2,83.4,0.458,5.5,15.1,0.363,19.0,25.5,0.745,12.9,33.8,46.7,22.7,15.3,7.0,5.1,5.1,21.7,22.4,100.9
9,1610612745,Houston Rockets,82,51,31,0.622,48.4,34.7,78.3,0.443,6.7,18.5,0.364,18.9,24.2,0.781,10.7,31.7,42.4,21.1,13.8,6.9,4.6,4.1,22.0,0.0,95.1,4.0,33.2,78.3,0.423,5.5,16.4,0.338,19.2,25.8,0.742,10.9,29.8,40.7,20.7,13.3,7.4,4.1,4.6,21.6,22.0,91.0
