,TEAM_ID,TEAM_NAME_x,GP_x,W_x,L_x,W_PCT_x,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS_x,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS
0,1610612737,Atlanta Hawks,66,40,26,0.606,49.0,36.8,81.0,0.454,7.5,20.2,0.37,15.5,21.0,0.74,9.9,31.3,41.2,22.4,14.0,8.1,4.6,4.7,17.8,19.1,96.6,3.4,36.1,81.3,0.444,5.9,17.2,0.344,15.1,20.1,0.753,10.8,31.5,42.3,20.5,15.1,7.5,4.7,4.6,19.1,17.8,93.2
1,1610612738,Boston Celtics,66,39,27,0.591,48.3,35.5,77.1,0.46,5.5,15.0,0.367,15.4,19.8,0.778,7.7,31.1,38.8,23.6,14.8,7.5,5.5,4.6,19.9,18.4,91.8,2.5,33.4,79.7,0.419,5.2,16.9,0.308,17.2,22.7,0.76,11.8,31.4,43.2,18.7,15.7,7.8,4.6,5.5,18.4,19.9,89.3
2,1610612766,Charlotte Bobcats,66,7,59,0.106,48.2,33.2,80.2,0.414,4.0,13.5,0.295,16.5,22.2,0.746,10.3,28.7,39.0,20.1,14.5,6.0,5.5,5.7,18.9,20.3,87.0,-13.9,38.9,82.0,0.475,6.2,17.3,0.356,16.9,22.5,0.75,11.8,33.2,45.0,23.3,13.5,7.6,5.7,5.5,20.3,18.9,100.9
3,1610612741,Chicago Bulls,66,50,16,0.758,48.3,37.4,82.8,0.452,6.3,16.9,0.375,15.2,21.1,0.722,13.9,32.8,46.7,23.1,14.0,6.9,5.9,5.2,17.3,17.7,96.3,8.2,34.6,82.1,0.421,4.6,14.2,0.325,14.3,19.4,0.74,11.4,28.6,40.0,18.9,13.3,7.4,5.2,5.9,17.7,17.3,88.2
4,1610612739,Cleveland Cavaliers,66,21,45,0.318,48.4,34.3,81.2,0.422,6.7,19.3,0.346,17.8,24.9,0.716,12.7,29.5,42.3,19.8,15.4,7.1,4.0,6.2,20.0,20.9,93.0,-7.2,38.4,82.3,0.467,6.8,18.7,0.362,16.6,22.2,0.748,11.4,31.4,42.8,23.1,13.9,7.9,6.2,4.0,20.9,20.0,100.2
5,1610612742,Dallas Mavericks,66,36,30,0.545,48.7,36.3,82.0,0.443,7.5,22.2,0.339,15.6,20.2,0.771,10.1,32.7,42.8,20.9,14.0,8.6,5.1,4.0,18.6,18.4,95.8,1.0,35.6,81.7,0.435,7.2,20.7,0.346,16.5,22.1,0.75,11.0,32.9,43.9,20.5,14.7,8.5,4.0,5.1,18.4,18.6,94.8
6,1610612743,Denver Nuggets,66,38,28,0.576,48.6,39.0,81.9,0.476,6.6,19.9,0.332,19.6,26.7,0.735,11.2,31.9,43.1,24.0,15.4,8.2,5.0,6.7,19.7,22.0,104.1,2.9,38.5,84.4,0.456,8.7,22.6,0.383,15.6,20.5,0.759,11.1,29.2,40.3,23.2,15.6,7.9,6.7,5.0,22.0,19.7,101.2
7,1610612765,Detroit Pistons,66,25,41,0.379,48.4,34.7,79.3,0.438,4.8,13.9,0.346,16.6,22.1,0.752,11.7,28.5,40.3,18.7,15.7,7.0,4.2,5.3,19.6,19.4,90.9,-4.8,36.0,78.0,0.462,6.0,16.9,0.355,17.6,23.0,0.765,10.7,30.1,40.7,22.5,14.5,8.5,5.3,4.2,19.4,19.6,95.7
8,1610612744,Golden State Warriors,66,23,43,0.348,48.2,37.7,82.5,0.457,7.9,20.5,0.388,14.4,18.7,0.77,9.7,29.5,39.2,22.3,13.9,8.0,5.5,5.0,21.4,16.6,97.8,-3.4,37.3,82.3,0.453,7.1,19.4,0.365,19.5,26.1,0.747,13.2,32.7,45.8,23.1,14.8,7.6,5.0,5.5,16.6,21.4,101.2
9,1610612745,Houston Rockets,66,34,32,0.515,48.7,37.7,84.0,0.449,7.2,20.2,0.359,15.4,19.7,0.782,11.7,30.5,42.2,21.3,14.5,7.5,4.8,5.2,20.4,18.4,98.1,0.2,37.5,82.2,0.456,5.6,17.2,0.325,17.3,22.6,0.766,11.0,30.7,41.8,20.0,14.7,7.5,5.2,4.8,18.4,20.4,97.9
