,TEAM_ID,TEAM_NAME_x,GP_x,W_x,L_x,W_PCT_x,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS_x,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS
0,1610612737,Atlanta Hawks,50,31,19,0.62,48.3,30.8,75.2,0.409,3.9,12.9,0.306,20.8,28.4,0.731,13.5,30.0,43.5,15.6,14.9,6.9,5.2,4.9,19.7,0.2,86.3,2.9,32.0,77.4,0.413,3.8,12.7,0.3,15.7,21.5,0.729,11.6,27.4,39.0,17.9,13.5,7.6,4.9,5.2,24.0,19.7,83.4
1,1610612738,Boston Celtics,50,19,31,0.38,48.6,36.3,83.3,0.436,5.5,15.2,0.36,14.9,21.5,0.692,13.6,29.2,42.8,21.5,16.1,9.1,5.1,5.1,23.9,0.1,93.0,-1.9,34.5,77.9,0.443,3.5,11.2,0.312,22.4,30.1,0.742,12.8,30.9,43.7,20.4,16.8,9.2,5.1,5.1,20.0,23.9,94.9
2,1610612766,Charlotte Hornets,50,26,24,0.52,48.6,33.4,74.4,0.449,5.4,14.7,0.365,20.7,27.7,0.747,9.6,29.9,39.5,22.2,15.9,8.9,4.9,4.6,22.0,0.1,92.9,-0.1,34.8,80.1,0.434,4.2,12.7,0.333,19.2,26.1,0.734,13.1,29.8,42.9,21.8,15.2,8.9,4.6,4.9,23.0,22.0,93.0
3,1610612741,Chicago Bulls,50,13,37,0.26,48.3,30.8,76.7,0.401,3.5,12.2,0.29,16.8,23.7,0.709,11.5,27.9,39.3,20.3,15.5,8.7,3.4,5.7,22.2,0.1,81.9,-9.5,34.5,75.7,0.455,4.2,12.2,0.34,18.3,24.9,0.733,11.0,31.4,42.4,22.0,15.6,8.9,5.7,3.4,21.5,22.2,91.4
4,1610612739,Cleveland Cavaliers,50,22,28,0.44,48.2,31.2,71.2,0.439,3.6,10.7,0.341,20.3,27.1,0.749,9.4,26.3,35.8,21.9,15.7,9.0,4.1,5.6,24.2,0.1,86.4,-1.7,31.9,73.3,0.436,4.7,13.5,0.35,19.6,26.3,0.743,11.8,28.1,39.9,21.1,16.4,7.8,5.6,4.1,24.0,24.2,88.2
5,1610612742,Dallas Mavericks,50,19,31,0.38,48.3,35.0,80.7,0.434,4.0,11.9,0.339,17.6,24.2,0.728,12.9,29.6,42.5,18.4,13.8,7.0,5.8,4.9,21.3,0.1,91.6,-2.4,36.3,80.7,0.45,4.3,13.7,0.315,17.1,23.9,0.717,13.2,30.4,43.6,21.5,14.0,7.2,4.9,5.8,20.8,21.3,94.0
6,1610612743,Denver Nuggets,50,14,36,0.28,48.1,33.6,79.8,0.421,6.0,18.4,0.328,20.2,26.5,0.762,12.9,27.8,40.8,19.4,14.8,7.5,5.5,5.5,22.9,0.1,93.5,-6.6,37.7,80.3,0.469,4.7,12.8,0.37,19.9,26.8,0.745,12.4,30.0,42.4,23.5,14.0,7.9,5.5,5.5,22.1,22.9,100.1
7,1610612765,Detroit Pistons,50,29,21,0.58,48.2,33.2,74.3,0.447,5.0,13.6,0.365,19.0,25.7,0.74,12.1,28.2,40.3,20.2,15.8,8.9,4.2,4.5,22.8,0.1,90.4,3.4,31.7,72.8,0.436,4.7,13.6,0.346,18.8,26.3,0.715,11.0,27.5,38.5,20.9,15.4,8.5,4.5,4.2,22.3,22.8,86.9
8,1610612744,Golden State Warriors,50,21,29,0.42,48.5,34.6,83.5,0.415,3.2,11.3,0.287,15.9,23.5,0.676,16.3,31.2,47.5,20.7,15.4,8.3,4.4,6.1,25.4,0.1,88.3,-2.5,32.3,77.0,0.42,3.9,11.5,0.336,22.3,30.6,0.728,13.1,30.1,43.2,20.5,14.7,8.0,6.1,4.4,20.5,25.4,90.8
9,1610612745,Houston Rockets,50,31,19,0.62,48.3,35.1,76.0,0.462,6.7,18.3,0.368,17.3,23.7,0.729,10.7,30.8,41.5,21.2,16.2,7.7,5.2,4.9,19.2,0.1,94.2,2.3,35.9,82.7,0.434,4.6,12.9,0.357,15.6,21.2,0.734,13.3,27.8,41.1,20.7,13.1,8.8,4.9,5.2,20.6,19.2,91.9
10,1610612754,Indiana Pacers,50,33,17,0.66,48.4,34.6,77.3,0.448,5.9,16.0,0.368,19.5,24.6,0.796,11.5,29.0,40.5,20.1,13.0,6.3,4.5,4.8,21.6,0.2,94.7,3.7,34.1,78.7,0.434,4.1,12.7,0.325,18.6,24.5,0.756,12.5,28.5,41.0,19.1,13.0,7.1,4.8,4.5,22.5,21.6,90.9
11,1610612746,Los Angeles Clippers,50,9,41,0.18,48.5,34.2,80.1,0.427,4.3,13.4,0.32,17.7,24.5,0.721,13.3,25.9,39.2,16.4,15.9,8.5,4.7,5.8,24.5,0.1,90.4,-8.8,36.6,77.2,0.474,4.4,12.5,0.354,21.6,28.9,0.746,12.8,30.1,42.9,22.0,15.6,8.4,5.8,4.7,20.8,24.5,99.2
12,1610612747,Los Angeles Lakers,50,31,19,0.62,48.2,36.8,78.7,0.468,4.8,13.7,0.352,20.5,30.1,0.683,12.3,29.6,42.0,21.9,15.1,7.8,5.7,3.9,24.6,0.1,99.0,3.0,35.2,79.8,0.441,4.3,13.1,0.332,21.3,30.0,0.709,12.6,28.1,40.6,21.2,14.3,8.2,3.9,5.7,25.4,24.6,96.0
13,1610612748,Miami Heat,50,33,17,0.66,48.1,32.3,71.3,0.453,5.8,16.1,0.359,18.6,25.2,0.735,10.1,30.2,40.3,20.4,14.9,6.5,6.1,3.8,20.7,0.1,89.0,5.0,31.3,76.1,0.411,4.2,12.1,0.348,17.2,23.3,0.737,12.4,26.8,39.2,17.1,13.5,7.7,3.8,6.1,22.0,20.7,84.0
