,TEAM_ID,TEAM_NAME_x,GP_x,W_x,L_x,W_PCT_x,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS_x,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS
0,1610612737,Atlanta Hawks,82,35,47,0.427,48.5,34.9,78.5,0.444,4.9,13.9,0.352,19.4,24.5,0.793,11.4,31.2,42.6,20.5,16.7,7.5,5.8,5.0,21.7,0.1,94.1,-3.6,36.8,84.2,0.436,5.4,15.2,0.359,18.7,24.5,0.76,13.1,29.5,42.6,21.6,13.0,9.0,5.0,5.8,20.3,21.7,97.6
1,1610612738,Boston Celtics,82,44,38,0.537,48.4,32.9,79.4,0.415,8.8,26.3,0.334,18.0,24.3,0.742,10.4,30.1,40.5,19.2,14.0,8.8,3.7,4.5,21.4,0.0,92.7,-0.4,34.2,78.7,0.435,5.6,17.1,0.331,19.0,25.4,0.749,11.4,33.5,45.0,22.2,16.0,7.5,4.5,3.7,21.9,21.4,93.1
2,1610612741,Chicago Bulls,82,30,52,0.366,48.6,36.5,81.9,0.445,4.3,12.2,0.35,17.7,24.6,0.722,12.0,31.0,43.0,21.7,16.9,7.4,5.6,5.0,24.7,0.1,95.0,-5.1,36.5,83.1,0.439,5.3,16.3,0.323,21.9,29.2,0.749,13.6,31.4,45.0,23.8,14.7,9.4,5.0,5.6,21.9,24.7,100.1
3,1610612739,Cleveland Cavaliers,82,17,65,0.207,48.4,34.8,82.3,0.422,3.6,10.9,0.327,18.3,24.5,0.747,13.6,31.0,44.6,20.9,18.3,7.8,6.4,6.0,22.7,0.1,91.4,-9.6,37.5,82.8,0.453,5.2,14.6,0.358,20.9,27.1,0.772,11.4,30.4,41.7,24.0,14.2,9.8,6.0,6.4,20.8,22.7,101.0
4,1610612742,Dallas Mavericks,82,60,22,0.732,48.2,38.5,85.1,0.453,7.8,20.3,0.381,18.1,21.9,0.829,11.1,31.0,42.1,22.4,11.6,8.1,5.5,3.9,21.1,0.1,103.0,7.8,35.7,81.5,0.438,5.8,17.1,0.34,18.0,24.8,0.727,12.7,32.7,45.5,21.7,16.1,6.7,3.9,5.5,21.3,21.1,95.2
5,1610612743,Denver Nuggets,82,17,65,0.207,48.1,32.8,79.8,0.411,2.8,10.0,0.278,15.8,22.6,0.699,13.6,28.8,42.4,21.2,18.5,8.7,5.1,6.6,25.1,0.1,84.2,-8.3,32.9,74.2,0.443,5.1,13.8,0.37,21.6,28.5,0.757,10.5,29.8,40.3,21.5,17.1,9.0,6.6,5.1,21.8,25.1,92.4
6,1610612765,Detroit Pistons,82,50,32,0.61,48.5,32.9,76.5,0.43,6.5,18.1,0.358,19.0,24.6,0.771,10.8,29.8,40.6,19.8,13.5,6.8,5.7,4.3,21.3,0.2,91.4,3.7,33.5,76.5,0.438,3.5,10.2,0.344,17.2,23.1,0.746,10.5,30.8,41.3,18.3,14.0,6.9,4.3,5.7,23.2,21.3,87.7
7,1610612744,Golden State Warriors,82,38,44,0.463,48.2,37.3,84.6,0.441,5.2,15.1,0.344,22.6,29.0,0.778,15.7,31.0,46.7,20.9,15.8,7.2,6.2,6.0,21.8,0.0,102.4,-1.1,39.5,87.5,0.452,5.3,14.4,0.372,19.2,25.4,0.756,14.7,29.1,43.8,23.6,13.7,8.7,6.0,6.2,23.6,21.8,103.6
8,1610612745,Houston Rockets,82,43,39,0.524,48.6,34.6,78.8,0.44,5.4,15.5,0.346,19.1,24.9,0.768,12.5,31.3,43.8,18.4,15.6,7.2,6.0,4.6,19.5,0.1,93.8,1.5,35.3,81.5,0.433,4.7,13.6,0.347,17.1,22.0,0.775,11.9,28.7,40.6,20.5,13.2,8.1,4.6,6.0,21.9,19.5,92.3
9,1610612754,Indiana Pacers,82,48,34,0.585,48.5,35.5,80.6,0.441,4.6,13.6,0.339,21.2,27.7,0.766,12.2,32.0,44.2,23.3,14.8,8.5,5.4,6.3,22.1,0.1,96.8,3.5,34.9,81.6,0.428,5.0,14.6,0.34,18.6,24.3,0.767,12.3,30.0,42.2,20.7,15.3,7.6,6.3,5.4,23.5,22.1,93.3
