,TEAM_ID,TEAM_NAME_x,GP_x,W_x,L_x,W_PCT_x,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS_x,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS
0,1610612737,Atlanta Hawks,82,26,56,0.317,48.5,35.9,79.2,0.454,5.2,14.1,0.367,20.2,26.9,0.75,13.0,27.2,40.3,19.8,15.7,7.2,4.8,5.1,25.0,22.6,97.2,-4.8,37.5,78.5,0.478,5.4,14.7,0.368,21.6,28.9,0.745,12.0,28.5,40.4,20.6,15.0,7.3,5.1,4.8,22.6,25.0,102.0
1,1610612738,Boston Celtics,82,33,49,0.402,48.5,36.0,77.1,0.467,5.7,15.7,0.362,20.3,26.9,0.755,9.9,29.7,39.6,20.9,16.6,7.0,5.1,4.9,24.8,22.4,98.0,-1.5,35.9,78.8,0.456,5.4,15.4,0.353,22.3,30.0,0.743,11.1,28.9,40.0,21.5,14.8,8.4,4.9,5.1,22.4,24.8,99.5
2,1610612766,Charlotte Bobcats,82,26,56,0.317,48.5,36.1,83.5,0.433,5.2,15.4,0.339,19.4,26.7,0.729,12.1,27.7,39.8,20.9,14.2,10.0,4.3,5.4,23.9,23.5,96.9,-4.0,37.4,78.2,0.478,5.6,15.7,0.356,20.5,27.9,0.737,11.5,32.5,44.0,22.9,17.9,7.0,5.4,4.3,23.5,23.9,100.9
3,1610612741,Chicago Bulls,82,41,41,0.5,48.5,36.6,82.2,0.446,6.8,18.0,0.379,17.7,24.0,0.738,11.0,31.7,42.8,22.0,14.9,6.2,4.2,5.1,24.9,23.0,97.8,0.6,33.8,79.5,0.426,6.1,17.4,0.351,23.4,30.1,0.777,10.7,31.0,41.7,20.1,15.0,7.5,5.1,4.2,23.0,24.9,97.2
4,1610612739,Cleveland Cavaliers,82,50,32,0.61,48.4,35.5,78.2,0.454,6.1,17.9,0.339,20.6,28.3,0.729,11.7,30.6,42.3,19.0,13.9,6.9,4.8,4.4,21.1,22.5,97.6,2.2,36.0,79.0,0.455,5.6,15.7,0.356,17.8,24.0,0.742,9.8,29.5,39.4,20.3,13.2,6.6,4.4,4.8,22.5,21.1,95.4
5,1610612742,Dallas Mavericks,82,60,22,0.732,48.5,36.0,77.7,0.462,5.1,13.6,0.374,22.2,28.3,0.783,12.6,29.6,42.2,18.0,13.6,7.2,6.0,4.9,22.4,23.6,99.1,6.1,34.2,77.1,0.443,4.9,13.7,0.361,19.8,26.4,0.752,11.4,26.9,38.3,17.5,14.0,6.5,4.9,6.0,23.9,22.4,93.1
6,1610612743,Denver Nuggets,82,44,38,0.537,48.6,37.5,81.4,0.461,4.3,13.1,0.325,21.0,28.2,0.744,11.0,30.3,41.3,23.4,14.8,8.5,5.6,5.3,22.7,23.3,100.3,0.2,37.4,82.5,0.454,6.5,18.0,0.358,18.8,25.5,0.736,11.8,30.1,41.9,23.9,16.1,7.1,5.3,5.6,23.3,22.7,100.1
7,1610612765,Detroit Pistons,82,64,18,0.78,48.4,36.4,80.0,0.455,6.8,17.7,0.384,17.3,23.8,0.727,11.9,28.6,40.5,24.0,11.4,7.1,6.0,3.5,18.5,20.9,96.8,6.7,35.5,78.7,0.452,4.0,12.3,0.325,15.1,20.5,0.736,11.6,29.3,40.9,18.8,14.0,5.9,3.5,6.0,21.0,18.5,90.2
8,1610612744,Golden State Warriors,82,34,48,0.415,48.4,35.8,82.7,0.433,7.6,22.3,0.341,19.2,26.7,0.718,12.0,30.3,42.3,20.7,14.1,7.4,4.3,5.0,23.7,23.4,98.5,-1.4,37.2,81.4,0.457,5.7,16.3,0.351,19.8,26.7,0.743,12.0,32.5,44.5,22.3,15.3,7.0,5.0,4.3,23.4,23.7,99.8
9,1610612745,Houston Rockets,82,34,48,0.415,48.4,33.0,76.2,0.433,5.7,17.2,0.332,18.3,24.1,0.759,10.4,31.3,41.6,19.3,14.5,7.2,3.9,4.5,22.7,20.9,90.1,-1.6,33.0,77.0,0.429,6.6,17.9,0.369,19.0,26.0,0.731,10.7,30.2,40.9,20.1,13.3,7.1,4.5,3.9,20.9,22.7,91.7
10,1610612754,Indiana Pacers,82,41,41,0.5,48.1,34.0,76.5,0.444,6.5,18.7,0.349,19.4,26.3,0.737,11.0,31.2,42.2,19.9,15.3,7.3,5.0,4.9,22.2,22.0,93.9,1.9,34.5,79.3,0.435,4.5,13.2,0.343,18.4,25.1,0.733,11.8,29.5,41.3,18.5,13.6,8.1,4.9,5.0,22.0,22.2,92.0
11,1610612746,Los Angeles Clippers,82,47,35,0.573,48.3,36.5,78.6,0.465,3.5,10.3,0.344,20.7,26.1,0.791,10.1,33.0,43.1,20.8,14.5,6.5,6.1,4.3,22.8,21.7,97.2,1.6,35.2,81.0,0.435,5.8,16.7,0.347,19.4,26.5,0.732,10.5,29.7,40.1,21.5,12.8,7.0,4.3,6.1,21.7,22.8,95.6
12,1610612747,Los Angeles Lakers,82,45,37,0.549,48.4,36.5,80.6,0.453,6.7,19.3,0.349,19.7,26.5,0.745,11.8,30.3,42.2,21.1,13.9,7.7,4.3,4.3,23.1,23.5,99.4,2.5,35.9,79.8,0.45,5.8,16.4,0.353,19.3,25.9,0.747,10.9,29.3,40.1,21.1,14.1,6.5,4.3,4.3,23.5,23.1,96.9
13,1610612763,Memphis Grizzlies,82,49,33,0.598,48.4,33.5,74.7,0.448,7.2,19.2,0.374,18.0,25.3,0.711,10.2,29.0,39.2,19.3,13.8,7.3,5.4,5.6,21.4,22.8,92.2,3.7,32.8,75.3,0.436,5.0,14.9,0.334,17.9,23.7,0.754,11.3,29.3,40.6,19.6,14.8,7.3,5.6,5.4,22.8,21.4,88.5
14,1610612748,Miami Heat,82,52,30,0.634,48.2,37.1,77.5,0.478,6.1,17.6,0.345,19.7,28.2,0.7,10.5,32.6,43.1,20.6,14.5,6.4,5.4,3.6,22.8,23.6,99.9,3.9,35.0,79.6,0.44,6.0,16.6,0.361,20.0,27.1,0.739,10.1,28.8,38.8,19.5,13.0,6.8,3.6,5.4,23.6,22.8,96.0
15,1610612749,Milwaukee Bucks,82,40,42,0.488,48.4,36.3,80.1,0.453,6.2,16.3,0.38,19.0,25.8,0.738,11.3,29.9,41.2,21.6,14.6,7.3,3.3,5.0,23.2,23.6,97.8,-1.0,36.2,77.8,0.466,6.0,16.9,0.354,20.4,27.3,0.747,10.1,30.2,40.3,22.5,14.4,7.4,5.0,3.3,23.6,23.2,98.8
16,1610612750,Minnesota Timberwolves,82,33,49,0.402,48.4,35.2,77.3,0.456,3.8,11.5,0.329,17.5,23.1,0.758,9.9,29.5,39.4,20.9,14.5,6.8,5.7,4.6,23.0,21.2,91.7,-1.9,34.8,79.0,0.441,5.5,15.0,0.364,18.6,25.3,0.736,11.9,29.4,41.3,19.0,13.9,6.6,4.6,5.7,21.2,23.0,93.6
17,1610612751,New Jersey Nets,82,49,33,0.598,48.2,33.9,77.0,0.44,5.8,17.6,0.33,20.2,26.7,0.758,10.0,31.0,41.0,23.0,13.6,6.8,3.4,4.0,23.2,23.0,93.8,1.4,33.3,75.9,0.439,5.7,16.3,0.348,20.2,27.2,0.741,9.6,31.7,41.3,20.0,14.4,7.2,4.0,3.4,23.0,23.2,92.4
18,1610612740,New Orleans/Oklahoma City Hornets,82,38,44,0.463,48.3,34.5,78.4,0.44,3.7,10.8,0.339,20.1,26.5,0.758,11.2,29.0,40.2,18.5,13.4,7.5,3.8,5.3,21.8,23.3,92.8,-2.8,35.2,76.7,0.459,6.7,18.1,0.367,18.7,24.6,0.76,10.5,30.5,41.0,19.3,14.6,6.4,5.3,3.8,23.3,21.8,95.6
