,TEAM_ID,TEAM_NAME_x,GP_x,W_x,L_x,W_PCT_x,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS_x,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS
0,1610612737,Atlanta Hawks,82,60,22,0.732,48.1,38.1,81.7,0.466,10.0,26.2,0.38,16.5,21.2,0.778,8.7,31.8,40.6,25.7,14.2,9.1,4.6,4.9,17.8,19.6,102.5,5.4,36.5,83.1,0.439,8.8,25.8,0.341,15.4,20.1,0.764,11.6,32.1,43.6,23.5,16.1,7.4,4.9,4.6,19.6,17.8,97.1
1,1610612738,Boston Celtics,82,40,42,0.488,48.5,38.9,87.9,0.443,8.0,24.6,0.327,15.4,20.5,0.754,11.1,32.7,43.8,24.5,13.8,8.2,3.6,5.3,21.2,18.8,101.4,0.2,38.1,84.7,0.45,7.4,22.0,0.336,17.6,23.3,0.755,10.9,33.8,44.7,21.9,15.1,7.1,5.3,3.6,18.8,21.2,101.2
2,1610612751,Brooklyn Nets,82,38,44,0.463,48.6,37.4,83.0,0.451,6.6,19.9,0.331,16.6,22.2,0.748,10.3,32.0,42.4,20.9,13.8,7.0,4.1,4.5,19.3,20.0,98.0,-2.9,38.4,84.3,0.456,8.5,23.7,0.358,15.6,21.3,0.731,11.4,32.9,44.3,23.7,13.9,7.8,4.5,4.1,20.0,19.3,100.9
3,1610612766,Charlotte Hornets,82,33,49,0.402,48.5,35.5,84.5,0.42,6.1,19.1,0.318,17.0,22.8,0.748,10.0,34.1,44.1,20.2,11.9,6.1,5.5,5.4,18.2,20.8,94.2,-3.2,36.8,83.7,0.44,7.9,22.1,0.357,15.8,20.4,0.772,8.9,35.2,44.1,22.1,12.6,6.1,5.4,5.5,20.8,18.2,97.3
4,1610612741,Chicago Bulls,82,50,32,0.61,48.5,36.6,82.9,0.442,7.9,22.3,0.353,19.7,25.2,0.783,11.7,34.0,45.7,21.7,14.0,6.3,5.8,5.4,18.2,21.2,100.8,3.0,37.7,86.7,0.435,6.6,19.6,0.335,15.7,21.0,0.749,11.7,31.7,43.4,20.2,12.2,7.5,5.4,5.8,21.2,18.2,97.8
5,1610612739,Cleveland Cavaliers,82,53,29,0.646,48.2,37.7,82.2,0.458,10.1,27.5,0.367,17.7,23.6,0.751,11.1,31.9,43.0,22.1,14.3,7.4,4.1,4.5,18.4,20.5,103.1,4.5,38.1,83.5,0.456,7.7,22.5,0.343,14.8,19.9,0.745,10.8,30.3,41.1,24.1,13.3,7.8,4.5,4.1,20.5,18.4,98.7
6,1610612742,Dallas Mavericks,82,50,32,0.61,48.5,39.7,85.8,0.463,8.9,25.4,0.352,16.9,22.5,0.752,10.5,31.8,42.3,22.5,13.0,8.1,4.5,3.8,20.0,22.1,105.2,2.9,38.0,84.5,0.45,9.0,24.8,0.364,17.3,22.9,0.753,12.3,33.9,46.1,22.3,16.3,7.3,3.8,4.5,22.1,20.0,102.3
7,1610612743,Denver Nuggets,82,30,52,0.366,48.5,37.8,87.3,0.433,8.0,24.8,0.325,17.8,24.3,0.734,12.3,32.4,44.7,21.8,14.2,7.8,4.5,6.1,23.0,20.7,101.5,-3.5,38.6,84.3,0.458,7.7,22.2,0.346,20.1,26.9,0.748,11.0,34.1,45.1,23.1,14.4,7.5,6.1,4.5,20.7,23.0,105.0
8,1610612765,Detroit Pistons,82,32,50,0.39,48.4,37.1,85.8,0.432,8.6,24.9,0.344,15.8,22.4,0.703,12.8,32.1,44.9,21.6,13.4,7.6,4.7,4.8,19.0,19.3,98.5,-1.0,37.9,83.1,0.456,7.7,21.8,0.355,16.0,20.7,0.772,10.7,33.4,44.1,23.8,14.0,7.0,4.8,4.7,19.3,19.0,99.5
9,1610612744,Golden State Warriors,82,67,15,0.817,48.1,41.6,87.0,0.478,10.8,27.0,0.398,16.0,20.8,0.768,10.4,34.3,44.7,27.4,14.5,9.3,6.0,3.6,19.9,18.8,110.0,10.1,37.0,86.4,0.428,7.2,21.4,0.337,18.7,24.5,0.763,11.7,32.8,44.5,21.0,16.2,8.3,3.6,6.0,18.8,19.9,99.9
10,1610612745,Houston Rockets,82,56,26,0.683,48.3,37.0,83.3,0.444,11.4,32.7,0.348,18.6,26.0,0.715,11.7,32.0,43.7,22.2,16.7,9.5,5.0,5.3,22.0,21.1,103.9,3.4,37.7,85.2,0.443,7.4,22.9,0.322,17.7,23.6,0.751,11.9,32.0,43.8,21.4,16.4,8.9,5.3,5.0,21.1,22.0,100.5
11,1610612754,Indiana Pacers,82,38,44,0.463,48.4,36.6,83.2,0.439,7.5,21.2,0.352,16.7,22.2,0.756,10.4,34.4,44.9,21.4,14.0,6.2,4.6,4.7,21.2,21.4,97.3,0.3,36.0,82.7,0.435,7.2,20.9,0.345,17.9,23.8,0.753,9.8,33.0,42.7,19.9,12.7,7.5,4.7,4.6,21.4,21.2,97.0
